Time (s),Altitude (m),Velocity (m/s),Velocity Magnitude (m/s),Accel <Z> (rad/s)
5.667500000000250004e+00,1.888822322014342717e+03,4.058028929020647979e+02,4.058813099153086341e+02,-3.581277143038330024e+01
5.670000000000250395e+00,1.889836778425065859e+03,4.057133675479720409e+02,4.057917649445897723e+02,-3.580103302597623838e+01
5.672500000000250786e+00,1.890851011039060268e+03,4.056238715333943787e+02,4.057022495810975329e+02,-3.578930321221017863e+01
5.675000000000251177e+00,1.891865019929662822e+03,4.055344048373088981e+02,4.056127638074702304e+02,-3.577758165618765673e+01
5.677500000000251568e+00,1.892878805170157875e+03,4.054449674391339045e+02,4.055233076064215538e+02,-3.576586819780502680e+01
5.680000000000251958e+00,1.893892366833778624e+03,4.053555593189500996e+02,4.054338809607855865e+02,-3.575416254805799099e+01
5.682500000000252349e+00,1.894905704993709378e+03,4.052661804576871418e+02,4.053444838535557437e+02,-3.574246427645493185e+01
5.685000000000252740e+00,1.895918819723086699e+03,4.051768308369333909e+02,4.052551162678516334e+02,-3.573077338623300392e+01
5.687500000000253131e+00,1.896931711095001219e+03,4.050875104385861505e+02,4.051657781868540837e+02,-3.571908958654043431e+01
5.690000000000253522e+00,1.897944379182499006e+03,4.049982192453379071e+02,4.050764695939026865e+02,-3.570741256325668900e+01
5.692500000000253912e+00,1.898956824058583152e+03,4.049089572403839270e+02,4.049871904724410570e+02,-3.569574212674734071e+01
5.695000000000254303e+00,1.899969045796215141e+03,4.048197244072844683e+02,4.048979408059925049e+02,-3.568407830860682139e+01
5.697500000000254694e+00,1.900981044468315304e+03,4.047305207300041161e+02,4.048087205781694138e+02,-3.567242062145381709e+01
5.700000000000255085e+00,1.901992820147764405e+03,4.046413461937546572e+02,4.047195297728456467e+02,-3.566076870448325309e+01
5.702500000000255476e+00,1.903004372907406605e+03,4.045522007840245919e+02,4.046303683739650978e+02,-3.564912256213037978e+01
5.705000000000255866e+00,1.904015702820050592e+03,4.044630844868670465e+02,4.045412363656022308e+02,-3.563748182707181655e+01
5.707500000000256257e+00,1.905026809958469812e+03,4.043739972889489422e+02,4.044521337319745271e+02,-3.562584625422653772e+01
5.710000000000256648e+00,1.906037694395404969e+03,4.042849391778768222e+02,4.043630604575128586e+02,-3.561421556506859076e+01
5.712500000000257039e+00,1.907048356203566527e+03,4.041959101417307352e+02,4.042740165267691168e+02,-3.560258945174023637e+01
5.715000000000257430e+00,1.908058795455634709e+03,4.041069101691093692e+02,4.041850019244271266e+02,-3.559096791812280003e+01
5.717500000000257820e+00,1.909069012224262679e+03,4.040179392487609675e+02,4.040960166352270448e+02,-3.557935071635613866e+01
5.720000000000258211e+00,1.910079006582074271e+03,4.039289973701634722e+02,4.040070606440878009e+02,-3.556773767835426980e+01
5.722500000000258602e+00,1.911088778601668309e+03,4.038400845233662153e+02,4.039181339360770266e+02,-3.555612852537798574e+01
5.725000000000258993e+00,1.912098328355618605e+03,4.037512006987358859e+02,4.038292364963583623e+02,-3.554452310529343606e+01
5.727500000000259384e+00,1.913107655916475323e+03,4.036623458877150483e+02,4.037403683103556773e+02,-3.553292072997093953e+01
5.730000000000259774e+00,1.914116761356768393e+03,4.035735200829104770e+02,4.036515293637752961e+02,-3.552132125769225723e+01
5.732500000000260165e+00,1.915125644749008870e+03,4.034847232768294703e+02,4.035627196423360488e+02,-3.550972492691430915e+01
5.735000000000260556e+00,1.916134306165689395e+03,4.033959554616434389e+02,4.034739391317166337e+02,-3.549813163291352680e+01
5.737500000000260947e+00,1.917142745679282825e+03,4.033072166301591324e+02,4.033851878177658250e+02,-3.548654107338570185e+01
5.740000000000261338e+00,1.918150963362244511e+03,4.032185067761813571e+02,4.032964656865841562e+02,-3.547495276412482212e+01
5.742500000000261728e+00,1.919158959287014795e+03,4.031298258942643429e+02,4.032077727244705443e+02,-3.546336655559130691e+01
5.745000000000262119e+00,1.920166733526021289e+03,4.030411739788125942e+02,4.031191089177254412e+02,-3.545178267752977774e+01
5.747500000000262510e+00,1.921174286151676597e+03,4.029525510243755093e+02,4.030304742527143844e+02,-3.544020087657820284e+01
5.750000000000262901e+00,1.922181617236380589e+03,4.028639570261480571e+02,4.029418687159782735e+02,-3.542862084061038530e+01
5.752500000000263292e+00,1.923188726852520858e+03,4.027753919795098909e+02,4.028532922941317906e+02,-3.541704274069878267e+01
5.755000000000263682e+00,1.924195615072473856e+03,4.026868558801412519e+02,4.027647449738883552e+02,-3.540546613984888324e+01
5.757500000000264073e+00,1.925202281968605575e+03,4.025983487240159775e+02,4.026762267420580770e+02,-3.539389131427818569e+01
5.760000000000264464e+00,1.926208727613271549e+03,4.025098705070087135e+02,4.025877375854587399e+02,-3.538231796866062950e+01
5.762500000000264855e+00,1.927214952078817532e+03,4.024214212257090253e+02,4.024992774910975299e+02,-3.537074587252056546e+01
5.765000000000265246e+00,1.928220955437580869e+03,4.023330008772520046e+02,4.024108464461330072e+02,-3.535917486435281631e+01
5.767500000000265636e+00,1.929226737761892309e+03,4.022446094586281333e+02,4.023224444377176496e+02,-3.534760516254040397e+01
5.770000000000266027e+00,1.930232299124074416e+03,4.021562469669286770e+02,4.022340714530524792e+02,-3.533603648996975011e+01
5.772500000000266418e+00,1.931237639596452937e+03,4.020679134075892307e+02,4.021457274812631795e+02,-3.532446852159743145e+01
5.775000000000266809e+00,1.932242759251347024e+03,4.019796087703493299e+02,4.020574125079247665e+02,-3.531290139677184214e+01
5.777500000000267200e+00,1.933247658161061054e+03,4.018913330555782295e+02,4.019691265210543065e+02,-3.530133531083329501e+01
5.780000000000267590e+00,1.934252336397899398e+03,4.018030862579969948e+02,4.018808695073975059e+02,-3.528977002084447179e+01
5.782500000000267981e+00,1.935256794034153927e+03,4.017148683758628067e+02,4.017926414545254374e+02,-3.527820542755048905e+01
5.785000000000268372e+00,1.936261031142112415e+03,4.016266794070849642e+02,4.017044423499457935e+02,-3.526664177784715548e+01
5.787500000000268763e+00,1.937265047794103339e+03,4.015385193742367846e+02,4.016162721868268477e+02,-3.525507908085065623e+01
5.790000000000269154e+00,1.938268844062419475e+03,4.014503882527209839e+02,4.015281309475536773e+02,-3.524351730065232147e+01
5.792500000000269544e+00,1.939272420019327456e+03,4.013622860321195276e+02,4.014400186177613818e+02,-3.523195622777512170e+01
5.795000000000269935e+00,1.940275775737067079e+03,4.012742127207907288e+02,4.013519351873947016e+02,-3.522039585295620157e+01
5.797500000000270326e+00,1.941278911287915207e+03,4.011861682951205808e+02,4.012638806390870627e+02,-3.520882633474503365e+01
5.800000000000270717e+00,1.942281826744115961e+03,4.010981527911782791e+02,4.011758549691400049e+02,-3.519726311735436752e+01
5.802500000000271108e+00,1.943284522177964845e+03,4.010101661917069578e+02,4.010878581616488532e+02,-3.518570619449619130e+01
5.805000000000271498e+00,1.944286997661713940e+03,4.009222084809728699e+02,4.009998902010662505e+02,-3.517415556171039270e+01
5.807500000000271889e+00,1.945289253267555750e+03,4.008342796303620048e+02,4.009119510689118329e+02,-3.516261119901636079e+01
5.810000000000272280e+00,1.946291289067642992e+03,4.007463796285431954e+02,4.008240407506625047e+02,-3.515105789598960229e+01
5.812500000000272671e+00,1.947293105134117013e+03,4.006585085327890852e+02,4.007361592474370013e+02,-3.513950581621465830e+01
5.815000000000273062e+00,1.948294701539236257e+03,4.005706663150384657e+02,4.006483065408831976e+02,-3.512795528355856334e+01
5.817500000000273452e+00,1.949296078355192776e+03,4.004828529705958999e+02,4.005604826179750830e+02,-3.511640622453459315e+01
5.820000000000273843e+00,1.950297235654186125e+03,4.003950685245608270e+02,4.004726874724374852e+02,-3.510485873065830731e+01
5.822500000000274234e+00,1.951298173508480886e+03,4.003073129482210675e+02,4.003849210857738967e+02,-3.509331314088738907e+01
5.825000000000274625e+00,1.952298891990217044e+03,4.002195862370656982e+02,4.002971834449767812e+02,-3.508176930765250034e+01
5.827500000000275016e+00,1.953299391171555271e+03,4.001318883861552536e+02,4.002094745369337829e+02,-3.507022771818378004e+01
5.830000000000275406e+00,1.954299671124642828e+03,4.000442193899987160e+02,4.001217943483995327e+02,-3.505868830657515645e+01
5.832500000000275797e+00,1.955299731921613329e+03,3.999565792430489068e+02,4.000341428661068335e+02,-3.504715118113101369e+01
5.835000000000276188e+00,1.956299573634596754e+03,3.998689679501194973e+02,3.999465200790921244e+02,-3.503561636761728693e+01
5.837500000000276579e+00,1.957299196335715351e+03,3.997813854948932430e+02,3.998589259716541164e+02,-3.502408447672058855e+01
5.840000000000276970e+00,1.958298600097059534e+03,3.996938318703139430e+02,3.997713605301566417e+02,-3.501255521748903732e+01
5.842500000000277360e+00,1.959297784990701757e+03,3.996063070699597688e+02,3.996838237410934767e+02,-3.500102851066286291e+01
5.845000000000277751e+00,1.960296751088699239e+03,3.995188110866264424e+02,3.995963155907735995e+02,-3.498950506492349177e+01
5.847500000000278142e+00,1.961295498463089871e+03,3.994313439120097655e+02,3.995088360652528081e+02,-3.497798494337888542e+01
5.850000000000278533e+00,1.962294027185890627e+03,3.993439055373909241e+02,3.994213851504865715e+02,-3.496646853718130643e+01
5.852500000000278924e+00,1.963292337329096426e+03,3.992564959536064180e+02,3.993339628323239481e+02,-3.495495571573645321e+01
5.855000000000279314e+00,1.964290428964679222e+03,3.991691151511018347e+02,3.992465690965207159e+02,-3.494344697181262660e+01
5.857500000000279705e+00,1.965288302164586412e+03,3.990817631197760988e+02,3.991592039287062335e+02,-3.493194220786114101e+01
5.860000000000280096e+00,1.966285957000695589e+03,3.989944399377991999e+02,3.990718674028871078e+02,-3.492031246953107626e+01
5.862500000000280487e+00,1.967283393545500530e+03,3.989071458818328892e+02,3.989845597923949185e+02,-3.490862673114930459e+01
5.865000000000280878e+00,1.968280611871747169e+03,3.988198810049905205e+02,3.988972811470605393e+02,-3.489694587485221433e+01
5.867500000000281268e+00,1.969277612052376071e+03,3.987326453285951970e+02,3.988100314851501480e+02,-3.488527004649887431e+01
5.870000000000281659e+00,1.970274394160381689e+03,3.986454388398008746e+02,3.987228107910668200e+02,-3.487359942058477458e+01
5.872500000000282050e+00,1.971270958268725508e+03,3.985582615253336485e+02,3.986356190491216012e+02,-3.486193426878841706e+01
5.875000000000282441e+00,1.972267304450335359e+03,3.984711133709979549e+02,3.985484562434314171e+02,-3.485027500817637502e+01
5.877500000000282832e+00,1.973263432778103379e+03,3.983839943622770079e+02,3.984613223580478802e+02,-3.483862146382198688e+01
5.880000000000283222e+00,1.974259343324885322e+03,3.982969044844505220e+02,3.983742173769830401e+02,-3.482697398450709159e+01
5.882500000000283613e+00,1.975255036163500108e+03,3.982098437223021392e+02,3.982871412841499819e+02,-3.481533264290472829e+01
5.885000000000284004e+00,1.976250511366728006e+03,3.981228120600186458e+02,3.982000940633436699e+02,-3.480369780859926720e+01
5.887500000000284395e+00,1.977245769007309718e+03,3.980358094810519560e+02,3.981130756982157664e+02,-3.479206965304048538e+01
5.890000000000284786e+00,1.978240809157943886e+03,3.979488359686147305e+02,3.980260861723778021e+02,-3.478044825324917610e+01
5.892500000000285176e+00,1.979235631891287085e+03,3.978618915056721903e+02,3.979391254694010058e+02,-3.476883381132206097e+01
5.895000000000285567e+00,1.980230237279953371e+03,3.977749760748222343e+02,3.978521935727932828e+02,-3.475722624440874853e+01
5.897500000000285958e+00,1.981224625396512920e+03,3.976880896581434399e+02,3.977652904659699971e+02,-3.474562620520970313e+01
5.900000000000286349e+00,1.982218796313490657e+03,3.976012322367824936e+02,3.976784161321741067e+02,-3.473403369406392471e+01
5.902500000000286740e+00,1.983212750103364215e+03,3.975144037916427351e+02,3.975915705546173058e+02,-3.472244896018531080e+01
5.905000000000287130e+00,1.984206486838563251e+03,3.974276043029564107e+02,3.975047537163960669e+02,-3.471087225685349864e+01
5.907500000000287521e+00,1.985200006591467172e+03,3.973408337508766408e+02,3.974179656006101027e+02,-3.469930339092164928e+01
5.910000000000287912e+00,1.986193309434406729e+03,3.972540921154076159e+02,3.973312061903495191e+02,-3.468774269304390856e+01
5.912500000000288303e+00,1.987186395439661737e+03,3.971673793757148587e+02,3.972444754685615180e+02,-3.467619048380551305e+01
5.915000000000288694e+00,1.988179264679459493e+03,3.970806955104095550e+02,3.971577734181078085e+02,-3.466464687494229224e+01
5.917500000000289084e+00,1.989171917225974084e+03,3.969940404980731614e+02,3.970711000218678919e+02,-3.465311183622234381e+01
5.920000000000289475e+00,1.990164353151325258e+03,3.969074143171392279e+02,3.969844552627171197e+02,-3.464158546849867548e+01
5.922500000000289866e+00,1.991156572527579328e+03,3.968208169455973007e+02,3.968978391234693959e+02,-3.463006804901432645e+01
5.925000000000290257e+00,1.992148575426747129e+03,3.967342483610427166e+02,3.968112515868887158e+02,-3.461855952169605644e+01
5.927500000000290648e+00,1.993140361920783789e+03,3.966477085413409895e+02,3.967246926358151313e+02,-3.460705986405495338e+01
5.930000000000291038e+00,1.994131932081588729e+03,3.965611974638721904e+02,3.966381622530217328e+02,-3.459556942543193969e+01
5.932500000000291429e+00,1.995123285981004528e+03,3.964747151054412484e+02,3.965516604211990170e+02,-3.458408834452643532e+01
5.935000000000291820e+00,1.996114423690815102e+03,3.963882614424566668e+02,3.964651871229904145e+02,-3.457261676144266005e+01
5.937500000000292211e+00,1.997105345282745930e+03,3.963018364513266079e+02,3.963787423410657311e+02,-3.456115450967944724e+01
5.940000000000292601e+00,1.998096050828463376e+03,3.962154401086886537e+02,3.962923260581633826e+02,-3.454970165809599791e+01
5.942500000000292992e+00,1.999086540399575370e+03,3.961290723904253923e+02,3.962059382569074728e+02,-3.453825866102355491e+01
5.945000000000293383e+00,2.000076814067628675e+03,3.960427332718677462e+02,3.961195789198471857e+02,-3.452683742502769348e+01
5.947500000000293774e+00,2.001066871904045684e+03,3.959564225924291918e+02,3.960332478936713869e+02,-3.451556707584304462e+01
5.950000000000294165e+00,2.002056713979710366e+03,3.958701400807078699e+02,3.959469449197391668e+02,-3.450430634881036696e+01
5.952500000000294555e+00,2.003046340365074684e+03,3.957838857262991041e+02,3.958606699893285281e+02,-3.449305573705109396e+01
5.955000000000294946e+00,2.004035751130517838e+03,3.956976594885610439e+02,3.957744230717381129e+02,-3.448181502215578575e+01
5.957500000000295337e+00,2.005024946346317392e+03,3.956114613449662443e+02,3.956882041503845926e+02,-3.447058454292379537e+01
5.960000000000295728e+00,2.006013926082694070e+03,3.955252912701116657e+02,3.956020132081853831e+02,-3.445936410161840513e+01
5.962500000000296119e+00,2.007002690409805609e+03,3.954391492388635925e+02,3.955158502281284996e+02,-3.444815366112272415e+01
5.965000000000296509e+00,2.007991239397746767e+03,3.953530352261242911e+02,3.954297151932287306e+02,-3.443695332996409064e+01
5.967500000000296900e+00,2.008979573116506799e+03,3.952669491836981024e+02,3.953436080823842644e+02,-3.442576300886803153e+01
5.970000000000297291e+00,2.009967691636036989e+03,3.951808911060643368e+02,3.952575288821623758e+02,-3.441458256452246189e+01
5.972500000000297682e+00,2.010955595026245419e+03,3.950948609760437762e+02,3.951714775770463461e+02,-3.440341245475816123e+01
5.975000000000298073e+00,2.011943283356994698e+03,3.950088587745512996e+02,3.950854541511904472e+02,-3.439225245764104955e+01
5.977500000000298463e+00,2.012930756698085361e+03,3.949228844563589860e+02,3.949994585841052981e+02,-3.438110278684943921e+01
5.980000000000298854e+00,2.013918015119216534e+03,3.948369380191962250e+02,3.949134908629714573e+02,-3.436997241506507095e+01
5.982500000000299245e+00,2.014905058690048463e+03,3.947510194032267918e+02,3.948275509647284593e+02,-3.435884808718299865e+01
5.985000000000299636e+00,2.015891887480125433e+03,3.946651285923696264e+02,3.947416388741174273e+02,-3.434772979795759795e+01
5.987500000000300027e+00,2.016878501558951939e+03,3.945792655738090389e+02,3.946557545764702013e+02,-3.433661754603735972e+01
5.990000000000300417e+00,2.017864900995999960e+03,3.944934303299268095e+02,3.945698980562722227e+02,-3.432551132430957352e+01
5.992500000000300808e+00,2.018851085860720104e+03,3.944076228646559343e+02,3.944840693018477396e+02,-3.431442262319126968e+01
5.995000000000301199e+00,2.019837056222514548e+03,3.943218431000422584e+02,3.943982682869749397e+02,-3.430334417507779676e+01
5.997500000000301590e+00,2.020822812150623577e+03,3.942360910268677117e+02,3.943124949976493667e+02,-3.429227583020949766e+01
6.000000000000301981e+00,2.021808353714269970e+03,3.941503666270316444e+02,3.942267494182955829e+02,-3.428121743998104876e+01
6.002500000000302371e+00,2.022793680982607157e+03,3.940646698624965438e+02,3.941410315297846410e+02,-3.427016915066655400e+01
6.005000000000302762e+00,2.023778794024700119e+03,3.939790006884883269e+02,3.940553413117732475e+02,-3.425913072186965991e+01
6.007500000000303153e+00,2.024763692909492647e+03,3.938933591033029415e+02,3.939696787516169252e+02,-3.424810197412001145e+01
